Record creation date,Maker,Model,Model year,Begin date of manufacturing,End date of manufacturing,Potential number of units affected,Defect summary,Consequence summary,Corrective summary
20150123,VOLKSWAGEN,PASSAT,2014,20140407,20141118,44658,"Blue Bird Body Company (Blue Bird) is recalling certain model year 2011-2016 All American rear engine transit buses manufactured June 5, 2010, to January 13, 2015.  In the affected transit buses, the exhaust system hangers may fail, possibly causing damage to the Selective Catalytic Reduction (SCR) and the Diesel Particulate Filter (DPF) housings.","If all the exhaust hangers were to fail, the housings may fall onto the roadway, creating a road hazard and increasing the risk of a crash.","Blue Bird will notify owners, and dealers will install new bolted hanger assemblies and support cables, free of charge. The recall is expected to begin March 6, 2015. Owners may contact Blue Bird customer service at 1-478-822-2242. Blue Bird's number for this recall is R15YB-NSB."
20150123,HIGHLAND RIDGE,3X,2015,20140805,20141117,0,"Blue Bird Body Company (Blue Bird) is recalling certain model year 2011-2016 All American rear engine transit buses manufactured June 5, 2010, to January 13, 2015.  In the affected transit buses, the exhaust system hangers may fail, possibly causing damage to the Selective Catalytic Reduction (SCR) and the Diesel Particulate Filter (DPF) housings.","If all the exhaust hangers were to fail, the housings may fall onto the roadway, creating a road hazard and increasing the risk of a crash.","Blue Bird will notify owners, and dealers will install new bolted hanger assemblies and support cables, free of charge. The recall is expected to begin March 6, 2015. Owners may contact Blue Bird customer service at 1-478-822-2242. Blue Bird's number for this recall is R15YB-NSB."
20150123,AUTOCAR,XPEDITOR,2015,20140522,20140717,38,"Blue Bird Body Company (Blue Bird) is recalling certain model year 2011-2016 All American rear engine transit buses manufactured June 5, 2010, to January 13, 2015.  In the affected transit buses, the exhaust system hangers may fail, possibly causing damage to the Selective Catalytic Reduction (SCR) and the Diesel Particulate Filter (DPF) housings.","If all the exhaust hangers were to fail, the housings may fall onto the roadway, creating a road hazard and increasing the risk of a crash.","Blue Bird will notify owners, and dealers will install new bolted hanger assemblies and support cables, free of charge. The recall is expected to begin March 6, 2015. Owners may contact Blue Bird customer service at 1-478-822-2242. Blue Bird's number for this recall is R15YB-NSB."
20150123,NOVA BUS,N67588 ALTERNATOR CABLE,9999,20111201,20131201,41,"Blue Bird Body Company (Blue Bird) is recalling certain model year 2011-2016 All American rear engine transit buses manufactured June 5, 2010, to January 13, 2015.  In the affected transit buses, the exhaust system hangers may fail, possibly causing damage to the Selective Catalytic Reduction (SCR) and the Diesel Particulate Filter (DPF) housings.","If all the exhaust hangers were to fail, the housings may fall onto the roadway, creating a road hazard and increasing the risk of a crash.","Blue Bird will notify owners, and dealers will install new bolted hanger assemblies and support cables, free of charge. The recall is expected to begin March 6, 2015. Owners may contact Blue Bird customer service at 1-478-822-2242. Blue Bird's number for this recall is R15YB-NSB."
20150123,TOR TRUCK,DR8490,2008,20080101,20080601,2,"Brammo, Inc. (Brammo) is recalling certain model year 2013-2014 Empulse and Empulse R motorcycles manufactured November 19, 2012, to July 8, 2014.  Oil leaking from the transmission breather tube may blow onto the rear fender and tire.","If oil leaks and contacts the rear tire, a loss of control may occur, increasing the risk of crash.","Brammo will notify owners, and dealers will install a new transmission breather baffle kit, free of charge. The recall is expected to begin February 12, 2015. Owners may contact Brammo customer service at 1-541-482-9555."
20150126,MINI,COOPER,2015,20131201,20141214,13130,"Brammo, Inc. (Brammo) is recalling certain model year 2013-2014 Empulse and Empulse R motorcycles manufactured November 19, 2012, to July 8, 2014.  Oil leaking from the transmission breather tube may blow onto the rear fender and tire.","If oil leaks and contacts the rear tire, a loss of control may occur, increasing the risk of crash.","Brammo will notify owners, and dealers will install a new transmission breather baffle kit, free of charge. The recall is expected to begin February 12, 2015. Owners may contact Brammo customer service at 1-541-482-9555."
20150126,MINI,COOPER,2014,20131201,20141214,13130,"Brammo, Inc. (Brammo) is recalling certain model year 2013-2014 Empulse and Empulse R motorcycles manufactured November 19, 2012, to July 8, 2014.  Oil leaking from the transmission breather tube may blow onto the rear fender and tire.","If oil leaks and contacts the rear tire, a loss of control may occur, increasing the risk of crash.","Brammo will notify owners, and dealers will install a new transmission breather baffle kit, free of charge. The recall is expected to begin February 12, 2015. Owners may contact Brammo customer service at 1-541-482-9555."
20150126,CHEVROLET,CORVETTE,2015,20140926,20141002,43,"Brammo, Inc. (Brammo) is recalling certain model year 2013-2014 Empulse and Empulse R motorcycles manufactured November 19, 2012, to July 8, 2014.  Oil leaking from the transmission breather tube may blow onto the rear fender and tire.","If oil leaks and contacts the rear tire, a loss of control may occur, increasing the risk of crash.","Brammo will notify owners, and dealers will install a new transmission breather baffle kit, free of charge. The recall is expected to begin February 12, 2015. Owners may contact Brammo customer service at 1-541-482-9555."
20150126,NISSAN,ROGUE,2014,20070307,20140702,468815,"KTM North America, Inc. (KTM) is recalling certain model year 2015 Husqvarna FE 350 S and FE 501 S motorcycles manufactured from July 22, 2014, to July 23, 2014.  In the forks of the affected motorcycles, the threaded connection between the piston rod and fork cap may not have been sufficiently tightened and therefore the piston rod could become stuck within the fork leg.","If the piston rod detaches within the fork leg, the front suspension could malfunction and destabilize the motorcycle, increasing the risk of a crash.","KTM will notify owners, and Husqvarna motorcycle dealers will inspect the torque of the fork piston rod to the fork cap, correcting it as necessary, free of charge.  The manufacturer has not yet provided a notification schedule.  Owners may contact KTM customer service at 1-888-985-6090.  KTM's number for this recall is TB 1503.  Note: This recall supersedes recall 14V-772 in its entirety."
20150126,INFINITI,JX35,2013,10111129,20140614,170665,"KTM North America, Inc. (KTM) is recalling certain model year 2015 Husqvarna FE 350 S and FE 501 S motorcycles manufactured from July 22, 2014, to July 23, 2014.  In the forks of the affected motorcycles, the threaded connection between the piston rod and fork cap may not have been sufficiently tightened and therefore the piston rod could become stuck within the fork leg.","If the piston rod detaches within the fork leg, the front suspension could malfunction and destabilize the motorcycle, increasing the risk of a crash.","KTM will notify owners, and Husqvarna motorcycle dealers will inspect the torque of the fork piston rod to the fork cap, correcting it as necessary, free of charge.  The manufacturer has not yet provided a notification schedule.  Owners may contact KTM customer service at 1-888-985-6090.  KTM's number for this recall is TB 1503.  Note: This recall supersedes recall 14V-772 in its entirety."
20150126,NISSAN,ROGUE,2012,20070307,20131126,468815,"Nissan North America, Inc. (Nissan) is recalling certain model year 2008 Infiniti EX35 vehicles equipped with the power tilt/telescope option included in the premium package, manufactured June 29, 2007, to April 25, 2008, 2009 Infiniti FX35 and FX45 vehicles manufactured October 31, 2007, to April 16, 2008, and 2009 Nissan GT-R vehicles manufactured March 14, 2007, to April 25, 2008. The steering column outer tube may not be round, resulting in extra stress being applied to the upper steering bearing.  This stress may cause the bearing retainer to fracture, creating extra play in the steering wheel or a possible loss of steering.",Extra play in the steering wheel or a loss of steering may increase the risk of a crash.,"Nissan will notify owners, and dealers will replace the steering shaft on the Infiniti EX35, FX35, and FX45 vehicles, and will replace the steering column assembly on the Nissan GT-R vehicles, free of charge. The manufacturer has not yet provided a notification schedule. Infiniti owners may contact customer service at 1-800-662-6200.  Nissan owners may contact the GT-R hotline at 1-866-668-1487."
20150126,NISSAN,ROGUE,2013,20070307,20131126,468815,"Nissan North America, Inc. (Nissan) is recalling certain model year 2008 Infiniti EX35 vehicles equipped with the power tilt/telescope option included in the premium package, manufactured June 29, 2007, to April 25, 2008, 2009 Infiniti FX35 and FX45 vehicles manufactured October 31, 2007, to April 16, 2008, and 2009 Nissan GT-R vehicles manufactured March 14, 2007, to April 25, 2008. The steering column outer tube may not be round, resulting in extra stress being applied to the upper steering bearing.  This stress may cause the bearing retainer to fracture, creating extra play in the steering wheel or a possible loss of steering.",Extra play in the steering wheel or a loss of steering may increase the risk of a crash.,"Nissan will notify owners, and dealers will replace the steering shaft on the Infiniti EX35, FX35, and FX45 vehicles, and will replace the steering column assembly on the Nissan GT-R vehicles, free of charge. The manufacturer has not yet provided a notification schedule. Infiniti owners may contact customer service at 1-800-662-6200.  Nissan owners may contact the GT-R hotline at 1-866-668-1487."
20150126,NISSAN,ROGUE,2011,20070307,20131126,468815,"Nissan North America, Inc. (Nissan) is recalling certain model year 2008 Infiniti EX35 vehicles equipped with the power tilt/telescope option included in the premium package, manufactured June 29, 2007, to April 25, 2008, 2009 Infiniti FX35 and FX45 vehicles manufactured October 31, 2007, to April 16, 2008, and 2009 Nissan GT-R vehicles manufactured March 14, 2007, to April 25, 2008. The steering column outer tube may not be round, resulting in extra stress being applied to the upper steering bearing.  This stress may cause the bearing retainer to fracture, creating extra play in the steering wheel or a possible loss of steering.",Extra play in the steering wheel or a loss of steering may increase the risk of a crash.,"Nissan will notify owners, and dealers will replace the steering shaft on the Infiniti EX35, FX35, and FX45 vehicles, and will replace the steering column assembly on the Nissan GT-R vehicles, free of charge. The manufacturer has not yet provided a notification schedule. Infiniti owners may contact customer service at 1-800-662-6200.  Nissan owners may contact the GT-R hotline at 1-866-668-1487."
20150126,NISSAN,ROGUE,2010,20070307,20131126,468815,"Nissan North America, Inc. (Nissan) is recalling certain model year 2008 Infiniti EX35 vehicles equipped with the power tilt/telescope option included in the premium package, manufactured June 29, 2007, to April 25, 2008, 2009 Infiniti FX35 and FX45 vehicles manufactured October 31, 2007, to April 16, 2008, and 2009 Nissan GT-R vehicles manufactured March 14, 2007, to April 25, 2008. The steering column outer tube may not be round, resulting in extra stress being applied to the upper steering bearing.  This stress may cause the bearing retainer to fracture, creating extra play in the steering wheel or a possible loss of steering.",Extra play in the steering wheel or a loss of steering may increase the risk of a crash.,"Nissan will notify owners, and dealers will replace the steering shaft on the Infiniti EX35, FX35, and FX45 vehicles, and will replace the steering column assembly on the Nissan GT-R vehicles, free of charge. The manufacturer has not yet provided a notification schedule. Infiniti owners may contact customer service at 1-800-662-6200.  Nissan owners may contact the GT-R hotline at 1-866-668-1487."
20150126,NISSAN,ROGUE,2008,20070307,20131126,468815,"Mack Trucks, Inc. (Mack) is recalling certain model year 2015 Mack LEU trucks manufactured March 31, 2014, to December 12, 2014. In the affected vehicles, a component of the door opening mechanism may be too short and as a result, the door may not be able to be opened by someone inside the truck.","If the door cannot be opened from the inside, egress from the vehicle could be hindered which would increase the risk of injury in the event of an emergency.","Mack will notify owners, and dealers will replace the inner door latches, free of charge. The recall is expected to begin March 26, 2015.  Owners may contact Mack customer service at 1-800-528-6586.  Mack's number for this recall is SC0388. "
20150126,NISSAN,ROGUE,2009,20070307,20131126,468815,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt)."
20150126,NISSAN,PATHFINDER,2014,20120620,20131118,170665,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt)."
20150126,INFINITI,QX60,2014,20130516,20131118,170665,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt)."
20150126,NISSAN,PATHFINDER HYBRID,2014,20130718,20131118,170665,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt)."
20150126,INFINITI,QX60 HYBRID,2014,20130718,20131118,170665,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt)."
20150126,NISSAN,PATHFINDER,2013,20120620,20131118,170665,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt)."
20150127,CROSSROADS,Z1,2015,20140626,20150114,53,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt)."
20150127,JAGUAR,XJ,2015,20140702,20141204,1346,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt)."
20150127,PETERBILT,389,2015,20141001,20141204,39,"Ford Motor Company (Ford) is recalling certain model year 2014 Ford Transit Connect vehicles manufactured November 6, 2013, to September 20, 2014.  In the affected vehicles, the upper seat belt bolts may have been improperly torqued, allowing them to loosen over time.","If the seat belt anchorage fasteners loosen over time, there is an increased risk of personal injury in the event of a crash.","Ford will notify owners, and dealers will replace the original seatbelt fasteners with properly torqued fasteners, free of charge. The recall is expected to begin March 23, 2015.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 15S03."
20150127,JAGUAR,XK,2015,20110304,20140320,4787,"Heartland Recreational Vehicles, LLC (Heartland) is recalling certain model year 2015 Heartland Big Country 3800FL vehicles manufactured October 22, 2014, to December 16, 2014 and 2015 Heartland Big Country 3900FLP vehicles manufactured September 23, 2014, to January 12, 2015, 2015 Heartland Big Horn 3750FL vehicles manufactured September 3, 2014, to January 14, 2015, and Landmark 365 Charleston vehicles manufactured on December 24, 2014.  In the affected recreational vehicles, the axles may be placed too far forward on the frame resulting in improper weight distribution across the axles. ","Improper weight distribution across the axles may result in poor handling, increasing the risk of a crash.","Heartland will notify owners, and dealers will move the axles rearward to help with weight distribution on the Big Horn, and 3800 FL Big Country, and will add a ballast to the pin box to improve handling the 3900 FLP Big Country, free of charge. The recall is expected to begin February 16, 2015. Owners may contact Heartland customer service at 1-877-262-8032. Heartland's number for this recall is 99-01-19."
20150127,JAGUAR,XK,2014,20110304,20140320,4787,"Heartland Recreational Vehicles, LLC (Heartland) is recalling certain model year 2015 Heartland Big Country 3800FL vehicles manufactured October 22, 2014, to December 16, 2014 and 2015 Heartland Big Country 3900FLP vehicles manufactured September 23, 2014, to January 12, 2015, 2015 Heartland Big Horn 3750FL vehicles manufactured September 3, 2014, to January 14, 2015, and Landmark 365 Charleston vehicles manufactured on December 24, 2014.  In the affected recreational vehicles, the axles may be placed too far forward on the frame resulting in improper weight distribution across the axles. ","Improper weight distribution across the axles may result in poor handling, increasing the risk of a crash.","Heartland will notify owners, and dealers will move the axles rearward to help with weight distribution on the Big Horn, and 3800 FL Big Country, and will add a ballast to the pin box to improve handling the 3900 FLP Big Country, free of charge. The recall is expected to begin February 16, 2015. Owners may contact Heartland customer service at 1-877-262-8032. Heartland's number for this recall is 99-01-19."
20150127,JAGUAR,XK,2013,20110304,20140320,4787,"Heartland Recreational Vehicles, LLC (Heartland) is recalling certain model year 2015 Heartland Big Country 3800FL vehicles manufactured October 22, 2014, to December 16, 2014 and 2015 Heartland Big Country 3900FLP vehicles manufactured September 23, 2014, to January 12, 2015, 2015 Heartland Big Horn 3750FL vehicles manufactured September 3, 2014, to January 14, 2015, and Landmark 365 Charleston vehicles manufactured on December 24, 2014.  In the affected recreational vehicles, the axles may be placed too far forward on the frame resulting in improper weight distribution across the axles. ","Improper weight distribution across the axles may result in poor handling, increasing the risk of a crash.","Heartland will notify owners, and dealers will move the axles rearward to help with weight distribution on the Big Horn, and 3800 FL Big Country, and will add a ballast to the pin box to improve handling the 3900 FLP Big Country, free of charge. The recall is expected to begin February 16, 2015. Owners may contact Heartland customer service at 1-877-262-8032. Heartland's number for this recall is 99-01-19."
20150127,JAGUAR,XK,2012,20110304,20140320,4787,"Grech Motors L.L.C. (Grech) is recalling certain model year 2014-2015 G40M2 shuttle buses built on Freightliner M2 truck chassis, manufactured August 26, 2013, to December 10, 2014. In the affected vehicles, the batteries may not be installed in the correct position which could allow the positive battery terminals and clamps to contact the grounded battery retention bracket.","If the positive battery terminals contact the retention bracket, an electrical short would result, increasing the risk of a fire.","Grech will notify owners, and dealers will correct the battery installation, free of charge. The recall is expected to begin in February 2015.  Owners may contact Grech customer service at 1-855-994-7324. "
20150127,LAND ROVER,RANGE ROVER,2011,20050415,20120904,74648,"Grech Motors L.L.C. (Grech) is recalling certain model year 2014-2015 G40M2 shuttle buses built on Freightliner M2 truck chassis, manufactured August 26, 2013, to December 10, 2014. In the affected vehicles, the batteries may not be installed in the correct position which could allow the positive battery terminals and clamps to contact the grounded battery retention bracket.","If the positive battery terminals contact the retention bracket, an electrical short would result, increasing the risk of a fire.","Grech will notify owners, and dealers will correct the battery installation, free of charge. The recall is expected to begin in February 2015.  Owners may contact Grech customer service at 1-855-994-7324. "
20150127,LAND ROVER,RANGE ROVER,2012,20050415,20120904,74648,"All Wheel Drive Equipment Mfg., Inc. (All Wheel) is recalling one model year 2011 Ford F-550 truck with a 6.8L gasoline engine manufactured May 14, 2010, to May 28, 2010.  The affected vehicle is equipped with a PTO Assembly Pressure Switch, part number FR67, used with power take off (PTO) assemblies for Ford F-550 chassis. The PTO switch may leak oil onto the thermal blanket.","The leaking oil may soak into the thermal blanket covering the exhaust, which when combined with heat from exhaust, may result in an increased risk of fire.","All Wheel has notified the owner and will install a new pressure switch kit that moves the switch away from the exhaust system, free of charge.  Owners may contact All Wheel customer service at 1-800-311-4778. "
20150127,LAND ROVER,RANGE ROVER,2010,20050415,20120904,74648,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2011-2012 Toyota Avalon vehicles manufactured February 9, 2010, to October 22, 2012.  In the affected vehicles, the sub-woofer speaker located in the trunk may experience an intermittent electrical short which may cause damage to the integrated circuit (IC) in the audio amplifier. In some cases, the damaged IC may allow a constant electrical current flow to the sub-woofer.","A constant electrical current flow may cause the sub-woofer to overheat, increasing the risk of fire.","Toyota will notify owners, and dealers will provide a remedy for the audio system, free of charge.  Until the remedy is available, Toyota will mail an interim notice and dealers will disconnect the sub-woofer. The manufacturer has not yet provided a notification schedule. Owners may contact Toyota customer service at 1-888-270-9371. "
20150127,LAND ROVER,RANGE ROVER,2009,20050415,20120904,74648,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2011-2012 Toyota Avalon vehicles manufactured February 9, 2010, to October 22, 2012.  In the affected vehicles, the sub-woofer speaker located in the trunk may experience an intermittent electrical short which may cause damage to the integrated circuit (IC) in the audio amplifier. In some cases, the damaged IC may allow a constant electrical current flow to the sub-woofer.","A constant electrical current flow may cause the sub-woofer to overheat, increasing the risk of fire.","Toyota will notify owners, and dealers will provide a remedy for the audio system, free of charge.  Until the remedy is available, Toyota will mail an interim notice and dealers will disconnect the sub-woofer. The manufacturer has not yet provided a notification schedule. Owners may contact Toyota customer service at 1-888-270-9371. "
20150127,LAND ROVER,RANGE ROVER,2008,20050415,20120904,74648,"Ford Motor Company (Ford) is recalling certain model year 2010-2013 Ford Taurus vehicles manufactured December 1, 2009, to July 31, 2010, and 2011-2013 Lincoln MKS vehicles manufactured June 1, 2011, to October 31, 2011. In the affected vehicles, the interior door handle return spring may unseat, resulting in interior door handle that does not return to the fully stowed position after actuation.","If the interior door handle return spring is unseated, the door may unlatch in the event of a side impact crash, increasing the risk of personal injury.","Ford will notify owners, and dealers will inspect all four of the interior door handles and either repair or replace them, free of charge. The recall is expected to begin March 16, 2015.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 15S02."
20150127,LAND ROVER,RANGE ROVER,2007,20050415,20120904,74648,"Ford Motor Company (Ford) is recalling certain model year 2010-2013 Ford Taurus vehicles manufactured December 1, 2009, to July 31, 2010, and 2011-2013 Lincoln MKS vehicles manufactured June 1, 2011, to October 31, 2011. In the affected vehicles, the interior door handle return spring may unseat, resulting in interior door handle that does not return to the fully stowed position after actuation.","If the interior door handle return spring is unseated, the door may unlatch in the event of a side impact crash, increasing the risk of personal injury.","Ford will notify owners, and dealers will inspect all four of the interior door handles and either repair or replace them, free of charge. The recall is expected to begin March 16, 2015.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 15S02."
20150127,LAND ROVER,RANGE ROVER,2006,20050415,20120904,74648,"Ford Motor Company (Ford) is recalling certain model year 2010-2013 Ford Taurus vehicles manufactured December 1, 2009, to July 31, 2010, and 2011-2013 Lincoln MKS vehicles manufactured June 1, 2011, to October 31, 2011. In the affected vehicles, the interior door handle return spring may unseat, resulting in interior door handle that does not return to the fully stowed position after actuation.","If the interior door handle return spring is unseated, the door may unlatch in the event of a side impact crash, increasing the risk of personal injury.","Ford will notify owners, and dealers will inspect all four of the interior door handles and either repair or replace them, free of charge. The recall is expected to begin March 16, 2015.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 15S02."
20150128,CHEVROLET,TRAVERSE,2015,20141209,20150120,5876,"Ford Motor Company (Ford) is recalling certain model year 2010-2013 Ford Taurus vehicles manufactured December 1, 2009, to July 31, 2010, and 2011-2013 Lincoln MKS vehicles manufactured June 1, 2011, to October 31, 2011. In the affected vehicles, the interior door handle return spring may unseat, resulting in interior door handle that does not return to the fully stowed position after actuation.","If the interior door handle return spring is unseated, the door may unlatch in the event of a side impact crash, increasing the risk of personal injury.","Ford will notify owners, and dealers will inspect all four of the interior door handles and either repair or replace them, free of charge. The recall is expected to begin March 16, 2015.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 15S02."
20150128,GMC,ACADIA,2015,20141209,20150116,5876,"Ford Motor Company (Ford) is recalling certain model year 2010-2013 Ford Taurus vehicles manufactured December 1, 2009, to July 31, 2010, and 2011-2013 Lincoln MKS vehicles manufactured June 1, 2011, to October 31, 2011. In the affected vehicles, the interior door handle return spring may unseat, resulting in interior door handle that does not return to the fully stowed position after actuation.","If the interior door handle return spring is unseated, the door may unlatch in the event of a side impact crash, increasing the risk of personal injury.","Ford will notify owners, and dealers will inspect all four of the interior door handles and either repair or replace them, free of charge. The recall is expected to begin March 16, 2015.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 15S02."
20150128,BUICK,ENCLAVE,2015,20141209,20150114,5876,"Ford Motor Company (Ford) is recalling certain model year 2010-2013 Ford Taurus vehicles manufactured December 1, 2009, to July 31, 2010, and 2011-2013 Lincoln MKS vehicles manufactured June 1, 2011, to October 31, 2011. In the affected vehicles, the interior door handle return spring may unseat, resulting in interior door handle that does not return to the fully stowed position after actuation.","If the interior door handle return spring is unseated, the door may unlatch in the event of a side impact crash, increasing the risk of personal injury.","Ford will notify owners, and dealers will inspect all four of the interior door handles and either repair or replace them, free of charge. The recall is expected to begin March 16, 2015.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 15S02."
20150128,JEEP,CHEROKEE,2015,20130101,20141119,167749,"Ford Motor Company (Ford) is recalling certain model year 2010-2013 Ford Taurus vehicles manufactured December 1, 2009, to July 31, 2010, and 2011-2013 Lincoln MKS vehicles manufactured June 1, 2011, to October 31, 2011. In the affected vehicles, the interior door handle return spring may unseat, resulting in interior door handle that does not return to the fully stowed position after actuation.","If the interior door handle return spring is unseated, the door may unlatch in the event of a side impact crash, increasing the risk of personal injury.","Ford will notify owners, and dealers will inspect all four of the interior door handles and either repair or replace them, free of charge. The recall is expected to begin March 16, 2015.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 15S02."
20150128,JEEP,CHEROKEE,2015,20130101,20141119,167749,"General Motors LLC (GM) is recalling certain model year 2015 Buick Enclave vehicles manufactured December 9, 2014, to January 14, 2015, 2015 Chevrolet Traverse vehicles manufactured December 9, 2014, to January 20, 2015, and 2015 GMC Acadia vehicles manufactured December 9, 2014, to January 16, 2015, and all equipped with Goodyear P255/65R18 Fortera HL tires. These vehicles are equipped with tires that may experience tread cracking. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) No. 110, ""Tire Selection and Rims and Motor Home/Recreation Vehicle Trailer Load Carrying Capacity Information for Motor Vehicles with a GVWR of 4,536 kilograms (10,000 pounds) or Less.""","If the tire treads crack, a loss of tire pressure and possible tire failure may result, increasing the risk of a crash.","GM will notify owners, and dealers will replace the tires that were manufactured within a specific date range, free of charge. This manufacturer has not yet provided a notification schedule. Owners may contact GM customer service at 1-800-521-7300 (Buick), 1-800-222-1020 (Chevrolet), or 1-800-462-8782 (GMC). GM's number for this recall is 15025/15067.  Note: This recall is for Goodyear P255/65R18 Fortera HL tires installed as original equipment.  For tires that were purchased as replacement equipment, see recall 15T-002."
